iter	RMSE
180	0.2660066328
181	0.2659269402
182	0.2658205088
183	0.2657550065
184	0.2656877141
185	0.2656279856
186	0.2654599827
187	0.2653584984
188	0.2651986341
189	0.2650714869
190	0.2649811347
191	0.2649186787
192	0.2648626753
193	0.2646919349
194	0.2645991156
195	0.2645427277
196	0.2644828259
197	0.2643316705
198	0.2642092289
199	0.2640660128
200	0.2639871876
201	0.2639087479
202	0.263851036
203	0.263690559
204	0.2635838213
205	0.263488644
206	0.2634048176
207	0.2633446162
208	0.263204423
209	0.2631543064
210	0.2630436806
211	0.262956989
212	0.2628725615
213	0.2627901978
214	0.2627351911
215	0.2626551426
216	0.2625776833
217	0.2625152769
218	0.2624234691
219	0.2623152671
220	0.2622350577
221	0.2621950126
222	0.2621008012
223	0.2620381958
224	0.2620140668
225	0.2619594391
226	0.2619001011
227	0.2618160777
228	0.2617603564
229	0.2616436209
230	0.261579331
231	0.2615090095
232	0.2614458224
233	0.2613748227
234	0.2613217898
235	0.261234793
236	0.2611691153
237	0.2610554006
238	0.2610098224
239	0.2609416757
240	0.2608919385
241	0.2608245658
242	0.2607153333
243	0.2606401019
244	0.2605661997
245	0.26051019
246	0.2604557416
247	0.2603675185
248	0.2603374686
249	0.2602896639
250	0.2602552335
251	0.2601732245
252	0.2600934012
253	0.2600187143
254	0.2599647608
255	0.2599186291
256	0.2598600556
257	0.2597918993
258	0.2597337972
259	0.2596164168
260	0.2595879515
261	0.259538121
262	0.2594429285
263	0.2593848355
264	0.2593028628
265	0.2592240931
266	0.2591650071
267	0.2590977388
268	0.259082613
269	0.259012563
270	0.2589459767
271	0.2588920001
272	0.2588535294
273	0.2588066168
274	0.2587487807
275	0.2587012768
276	0.2586549043
277	0.2586240101
278	0.2585468191
279	0.2584571582
280	0.2584001816
281	0.2583449184
282	0.2582711076
283	0.2582235202
284	0.2582012281
285	0.2581547116
286	0.2581268346
287	0.2580749635
288	0.2580378676
289	0.2579994543
290	0.2579438164
291	0.2578925275
292	0.2578447855
293	0.2578251288
294	0.2577459449
295	0.2577021741
296	0.257656696
297	0.2576011119
298	0.2575563257
299	0.2575184096
300	0.2574510745
301	0.2574368884
302	0.2573863897
303	0.257352424
304	0.2573041805
305	0.2572650214
306	0.2572153751
307	0.2571695677
308	0.2571251133
309	0.257078343
310	0.2570384605
311	0.2570002537
312	0.2569416977
313	0.2568777636
314	0.2568315177
315	0.2567553998
316	0.2567115863
317	0.2566970681
318	0.2566270032
319	0.2565863469
320	0.2565234557
321	0.2564698288
322	0.2564324882
323	0.2563949861
324	0.2563548361
325	0.2563170529
326	0.2562837284
327	0.2562149632
328	0.2561717194
329	0.2561317594
330	0.2560863673
331	0.2560647187
332	0.2560342722
333	0.2560009249
334	0.255960157
335	0.2559281221
336	0.2559140749
337	0.2558674336
338	0.2558171107
339	0.2557911331
340	0.2557583259
341	0.2557300999
342	0.2556968203
343	0.2556776265
344	0.2556254171
345	0.2555972437
346	0.2555608004
347	0.2555211446
348	0.2554658753
349	0.255440916
350	0.2554004243
351	0.2553815218
352	0.2553317403
353	0.2553007559
354	0.2552596609
355	0.2552391645
356	0.2551741989
357	0.2551361646
358	0.2550732798
359	0.255031722
360	0.2549953465
361	0.2549724089
362	0.2549465572
363	0.2549005924
364	0.2548735588
365	0.2548402065
366	0.2548103013
367	0.254777824
368	0.2547531601
369	0.2547044202
370	0.2546473575
371	0.254626119
372	0.2545831362
373	0.2545464218
374	0.2544952054
375	0.2544494398
376	0.254405171
377	0.2543743765
378	0.2543392712
379	0.2543266013
380	0.2542768776
381	0.2542440932
382	0.2542260448
383	0.2541756473
384	0.2541550654
385	0.2541042855
386	0.2540659339
387	0.2540239799
388	0.2540071932
389	0.2539838316
390	0.2539455547
391	0.2539064095
392	0.2538404112
393	0.2538015102
394	0.2537652908
395	0.253730751
396	0.2537091675
397	0.253667211
398	0.2536268487
399	0.253592691
400	0.2535532439
401	0.2535304135
402	0.2534962979
403	0.253454798
404	0.2534358
405	0.2533996571
406	0.2533472659
407	0.2533230615
408	0.2532910487
409	0.2532652
410	0.2532256687
411	0.2532044552
412	0.2531500349
413	0.2530957545
414	0.2530762018
415	0.2530436544
416	0.2530131395
417	0.2529857299
418	0.2529629499
419	0.2529087736
420	0.2528774585
421	0.2528409512
422	0.2528094894
423	0.2527610408
424	0.2527224491
425	0.252706706
426	0.2526814038
427	0.2526554352
428	0.2526409514
429	0.2525903923
430	0.2525658796
431	0.2525410624
432	0.2524909122
433	0.2524542898
434	0.2524328934
435	0.252391502
436	0.2523413481
437	0.252314472
438	0.2522821788
439	0.2522516485
440	0.2522238706
441	0.2521967259
442	0.2521657528
443	0.2521188712
444	0.2520639089
445	0.2520415336
446	0.252017092
447	0.2519927893
448	0.251969223
449	0.2519371628
450	0.2519127843
451	0.2518791661
452	0.2518554937
453	0.2518419554
454	0.2518218327
455	0.2517929869
456	0.2517667093
457	0.2517532442
458	0.2517379665
459	0.2517094984
460	0.2516886693
461	0.2516780894
462	0.2516553301
463	0.2516130122
464	0.2515939013
465	0.251564014
466	0.2515145613
467	0.2514826966
468	0.2514556045
469	0.2514356599
470	0.2514113422
471	0.2514027544
472	0.2513700778
473	0.2513550932
474	0.2513237026
475	0.251301053
476	0.2512675787
477	0.2512296396
478	0.2512131819
479	0.2511901884
480	0.251165207
481	0.2511477931
482	0.2511243792
483	0.2510944675
484	0.2510704537
485	0.2510288163
486	0.2510094721
487	0.2509907255
488	0.25095668
489	0.2509311254
490	0.250899562
491	0.2508521672
492	0.2508317099
493	0.2507935699
494	0.2507671723
495	0.2507340672
496	0.2506828117
497	0.2506707771
498	0.2506563128
499	0.2506112941
500	0.2505854774
501	0.2505703636
502	0.2505529696
503	0.25053241
504	0.2505164634
505	0.2504972051
506	0.250466416
507	0.2504321905
508	0.2504034435
509	0.2503726188
510	0.2503604797
511	0.250326437
512	0.250312697
513	0.250261732
514	0.2502379716
515	0.2502230914
516	0.2501844225
517	0.2501798375
518	0.2501601476
519	0.250145153
520	0.2501316929
521	0.2501200901
522	0.2501090903
523	0.2500894614
524	0.2500619531
525	0.2500393326
526	0.2500135925
527	0.2499904195
528	0.2499759725
529	0.2499385545
530	0.2499092137
531	0.2498823314
532	0.249861278
533	0.2498468593
534	0.2498131
535	0.2497843518
536	0.2497716624
537	0.2497517315
538	0.2497237576
539	0.2496961365
540	0.249675561
541	0.249655426
542	0.249638259
543	0.2496207251
544	0.2495939683
545	0.2495848979
546	0.2495567442
547	0.2495266663
548	0.2495117618
549	0.2494954523
550	0.2494687122
551	0.2494424625
552	0.249423094
553	0.2493862479
554	0.2493692693
555	0.2493313136
556	0.2493273117
557	0.249309852
558	0.2492836265
559	0.2492631578
560	0.2492315757
561	0.249219482
562	0.2491927668
563	0.2491751016
564	0.2491581209
565	0.2491327477
566	0.2491085868
567	0.2490878493
568	0.2490639407
569	0.2490537426
570	0.2490299741
571	0.249013315
572	0.2489909513
573	0.2489488549
574	0.2489299264
575	0.2488948594
576	0.2488643096
577	0.2488457226
578	0.2488254288
579	0.2488157707
580	0.2488011582
581	0.2487927397
582	0.2487857229
583	0.2487711089
584	0.2487633745
585	0.2487420928
586	0.2487393181
587	0.248719801
588	0.2487082532
589	0.2486871
590	0.2486700418
591	0.2486591804
592	0.2486267449
593	0.2486076891
594	0.248575234
595	0.2485599513
596	0.2485525196
597	0.2485218994
598	0.2485058377
599	0.2484752206
600	0.2484515441
601	0.2484402932
602	0.2484295347
603	0.2484162051
604	0.248402818
605	0.2483826045
606	0.2483645807
607	0.2483488102
608	0.2483152508
609	0.2482846166
610	0.2482531366
611	0.2482217896
612	0.248203526
613	0.2481766321
614	0.2481579704
615	0.2481310297
616	0.2481149007
617	0.2480968029
618	0.2480881955
619	0.2480759208
620	0.2480427568
621	0.2480208961
622	0.2479975324
623	0.2479873233
624	0.2479675145
625	0.2479533723
626	0.2479363857
627	0.2479116623
628	0.247895663
629	0.2478955329
630	0.2478855893
631	0.2478662582
632	0.2478390182
633	0.2478221837
634	0.2478132604
635	0.2478131422
636	0.2478020567
637	0.2477808313
638	0.247760014
639	0.2477449287
640	0.2477364734
641	0.2477228514
642	0.2476928469
643	0.2476899203
644	0.2476633152
645	0.247647846
646	0.2476361955
647	0.247629197
648	0.2476048593
649	0.2475825077
650	0.2475586953
651	0.2475505535
652	0.2475315333
653	0.2475104458
654	0.2475040699
655	0.2474837866
656	0.2474611558
657	0.2474355171
658	0.2474266307
659	0.2473926714
660	0.2473753664
661	0.2473504988
662	0.2473287361
663	0.2473147151
664	0.2473041908
665	0.2472825421
666	0.2472720464
667	0.2472571717
668	0.2472330502
669	0.2472010885
670	0.247193076
671	0.2471893755
672	0.2471721826
673	0.247155737
674	0.2471326574
675	0.2471224733
676	0.247107315
677	0.2470859812
678	0.2470655618
679	0.2470490448
680	0.2470435883
681	0.2470313199
682	0.2470070436
683	0.2469880331
684	0.2469743375
685	0.2469665332
686	0.2469388024
687	0.2469324806
688	0.2469135549
689	0.2468964006
690	0.2468800677
691	0.2468572972
692	0.2468340683
693	0.2468255441
694	0.2468134036
695	0.2468002257
696	0.2467701744
697	0.2467589018
698	0.2467400034
699	0.2467107407
700	0.2466960133
701	0.2466918069
702	0.2466763318
703	0.2466690829
704	0.2466627712
705	0.2466527283
706	0.2466374946
707	0.2466348951
708	0.2466243616
709	0.2466098904
710	0.2465958004
711	0.2465753688
712	0.2465521614
713	0.2465457858
714	0.2465201198
715	0.246511709
716	0.2464995438
717	0.2464870194
718	0.2464849028
719	0.2464640332
720	0.2464522284
721	0.2464414887
722	0.2464197567
723	0.2464123571
724	0.2464049612
725	0.2463962076
726	0.246393139
727	0.2463828201
728	0.2463754444
729	0.2463477816
730	0.2463367863
731	0.2463278995
732	0.2463235263
733	0.2463097898
734	0.2462991419
735	0.2462916423
736	0.2462681756
737	0.2462515696
738	0.2462439948
739	0.2462304314
740	0.2462078317
741	0.2461978584
742	0.2461805667
743	0.2461743763
744	0.2461482931
745	0.2461342679
746	0.2461203318
747	0.2460946093
748	0.2460821914
749	0.2460681539
750	0.2460599082
751	0.2460500845
752	0.2460500254
753	0.2460283144
754	0.246014339
755	0.2460000496
756	0.245978444
757	0.2459704256
758	0.2459561462
759	0.2459356447
760	0.2459166275
761	0.2458957174
762	0.2458827071
763	0.2458718419
764	0.2458577852
765	0.2458521583
766	0.2458488209
767	0.2458397527
768	0.2458162957
769	0.2458103882
770	0.2458048454
771	0.2457944234
772	0.2457828549
773	0.2457608531
774	0.2457527159
775	0.2457469167
776	0.2457360455
777	0.2457141158
778	0.2457037065
779	0.2456841311
780	0.2456573122
781	0.2456439843
782	0.2456240904
783	0.2455997621
784	0.2455748547
785	0.2455695467
786	0.2455534822
787	0.2455420184
788	0.2455236085
789	0.2455148338
790	0.2455064663
791	0.2454821379
792	0.2454634481
793	0.2454502998
794	0.2454346947
795	0.2454112619
796	0.2454039047
797	0.2453952632
798	0.2453760075
799	0.2453690657
800	0.2453617321
801	0.2453590563
802	0.2453457352
803	0.2453367588
804	0.2453106501
805	0.2452854253
806	0.2452820806
807	0.2452686795
808	0.2452612107
809	0.2452318438
810	0.2452252534
811	0.245208882
812	0.2451961829
813	0.2451837258
814	0.2451601681
815	0.2451452976
816	0.2451249145
817	0.2451126082
818	0.2450960123
819	0.2450797846
820	0.245065662
821	0.245047695
822	0.2450394684
823	0.2450328656
824	0.2450241873
825	0.2450098617
826	0.2449873076
827	0.2449692035
828	0.244953661
829	0.2449371524
830	0.2449318058
831	0.2449244888
832	0.2449215278
833	0.2449105887
834	0.2449050037
835	0.2448882675
836	0.2448827218
837	0.2448729002
838	0.2448583918
839	0.2448315439
840	0.2448259777
841	0.2448030248
842	0.2447940536
843	0.2447836158
844	0.244773339
845	0.2447589596
846	0.2447508253
847	0.2447481304
848	0.2447426935
849	0.2447335448
850	0.2447263499
851	0.2447037251
852	0.2446990452
853	0.2446814549
854	0.2446674676
855	0.244650214
856	0.2446373483
857	0.2446303305
858	0.2446174313
859	0.2445904149
860	0.2445788503
861	0.2445760798
862	0.2445574162
863	0.2445395642
864	0.2445272529
865	0.2445096632
866	0.2445004955
867	0.2444876323
868	0.2444726558
869	0.2444533932
870	0.244440174
871	0.2444354333
872	0.2444167417
873	0.2444051783
874	0.2443951983
875	0.2443745072
876	0.2443657011
877	0.2443471197
878	0.2443243772
879	0.2443118004
880	0.2443056328
881	0.244299225
882	0.2442855144
883	0.2442725682
884	0.2442642863
885	0.2442495028
886	0.2442373443
887	0.2442214583
888	0.244202718
889	0.2441938792
890	0.2441931463
891	0.2441826928
892	0.2441789009
893	0.2441740202
894	0.2441679258
895	0.2441514151
896	0.2441297136
897	0.2441124357
898	0.2441059853
899	0.2440940684
900	0.2440747619
901	0.244074099
902	0.2440674377
903	0.2440557334
904	0.2440429623
905	0.2440395693
906	0.2440143432
907	0.2439993102
908	0.2439872393
909	0.2439866445
910	0.2439748123
911	0.2439653933
912	0.2439564021
913	0.243949702
914	0.2439317079
915	0.2439258696
916	0.2439192311
917	0.2439148499
918	0.2439111672
919	0.2439046442
920	0.2438950118
921	0.2438828349
922	0.2438754788
923	0.2438748716
924	0.243857583
925	0.2438510397
926	0.2438416304
927	0.2438373501
928	0.243831657
929	0.2438276574
930	0.2438139629
931	0.2438045988
932	0.2437908604
933	0.2437767106
934	0.2437663634
935	0.2437577053
936	0.2437319767
937	0.2437103175
938	0.2436867005
939	0.2436826527
940	0.2436709701
941	0.2436617952
942	0.2436492443
943	0.2436265981
944	0.2436203427
945	0.2436068158
946	0.2435986154
947	0.2435962904
948	0.2435794054
949	0.2435651533
950	0.2435587751
951	0.2435497697
952	0.2435351667
953	0.2435276032
954	0.2435222868
955	0.2435014238
956	0.2434831249
957	0.2434688798
958	0.2434469819
959	0.2434263347
960	0.2434094203
961	0.2434074752
962	0.2434009166
963	0.2433891016
964	0.243381794
965	0.2433770521
966	0.2433727684
967	0.2433588743
968	0.2433527063
969	0.2433429849
970	0.2433342213
971	0.2433172202
972	0.2433099692
973	0.2433000798
974	0.2432915544
975	0.243271717
976	0.2432573943
977	0.2432423039
978	0.2432258787
979	0.2432222849
980	0.2432034139
981	0.2431943221
982	0.243185786
983	0.2431791426
984	0.243177626
985	0.2431667506
986	0.2431546282
987	0.2431301207
988	0.2431206712
989	0.2431164759
990	0.243113374
991	0.2431050555
992	0.2430918943
993	0.2430750883
994	0.2430621978
995	0.2430506277
996	0.2430449481
997	0.2430247597
998	0.2430172448
999	0.2430101597
952235
